# w   G_w   Sigma_w    chi_NN_w    chi_SS_w  (D: 1, T: 0.0001, U: 1.88, half-filling)
-2.082999239864431917e+00 1.728086017928219878e-02 -7.070421647569574697e-01 -5.428942338694534714e-02 -1.231741830670904925e-01 -1.039183110451297187e-02 3.862279982386753185e-01 -9.757034345066040171e-02 -2.402472216327216845e-02 -1.722793164785777625e-02 -4.252057373111759429e-03 -2.100207977271987929e-03
-2.062375485014289023e+00 1.883257618541260558e-02 -7.211655200896073259e-01 -5.916428299226232645e-02 -1.258594174498481877e-01 -1.139436642213935424e-02 3.808576960470665407e-01 -1.016051168674985961e-01 -2.430245231899853114e-02 -1.798578627551065609e-02 -4.299325642245884621e-03 -2.158916596975615516e-03
-2.041955925756721690e+00 2.052600686114220904e-02 -7.357312740567027998e-01 -6.448435236249805413e-02 -1.286410267583280032e-01 -1.249947541873774881e-02 3.755153992704625687e-01 -1.057209282772982040e-01 -2.456786198192734832e-02 -1.876711173207545186e-02 -4.346549121828332911e-03 -2.217956833575502988e-03
-2.021738540353189784e+00 2.237571441589260302e-02 -7.507535284165703926e-01 -7.029538002779142647e-02 -1.315224656297144801e-01 -1.371934929058397923e-02 3.702026780901959691e-01 -1.099155515278331802e-01 -2.481981219510431130e-02 -1.957207028938971055e-02 -4.393759468326824923e-03 -2.277300265889775372e-03
-2.001721327082365942e+00 2.439810935255769600e-02 -7.662452797529314408e-01 -7.664892110347568122e-02 -1.345068145378640612e-01 -1.506793578724503757e-02 3.649210393971059618e-01 -1.141867540526754904e-01 -2.505713276949973062e-02 -2.040077739339286531e-02 -4.440990632493859065e-03 -2.336920240281213906e-03
-1.981902304041946561e+00 2.661171337222597785e-02 -7.822178527403453874e-01 -8.360316322962238478e-02 -1.375965661554388042e-01 -1.656121249572878318e-02 3.596717536928327186e-01 -1.185322479473862878e-01 -2.527860556977451836e-02 -2.125329724605439993e-02 -4.488278576325691223e-03 -2.396792026859964359e-03
-1.962279508952422313e+00 2.903745015996202564e-02 -7.986800874581891918e-01 -9.122384010151646239e-02 -1.407933222875601409e-01 -1.821749075810709384e-02 3.544557239669356985e-01 -1.229496285938451866e-01 -2.548297157004181940e-02 -2.212963829582272751e-02 -4.535661710045510095e-03 -2.456892965409850169e-03
-1.942850998962794451e+00 3.169901658016568979e-02 -8.156364321618392310e-01 -9.958539761426957182e-02 -1.440972145613923505e-01 -2.005777139458275737e-02 3.492742714775731727e-01 -1.274368101741208958e-01 -2.566893819642164856e-02 -2.302974866711014063e-02 -4.583180099820449716e-03 -2.517202600143317055e-03
-1.923614850458212233e+00 3.462312151074248279e-02 -8.330863784750497381e-01 -1.087717441824953141e-01 -1.475065197645109016e-01 -2.210603348015258152e-02 3.441277132938067029e-01 -1.319912322638392699e-01 -2.583516553533875965e-02 -2.395351156256307276e-02 -4.630875538861316254e-03 -2.577702802463630993e-03
-1.904569158869517054e+00 3.783989846381682898e-02 -8.510210838333100991e-01 -1.188775470265106410e-01 -1.510166093623213079e-01 -2.438959227026049614e-02 3.390166465128715556e-01 -1.366106477990211010e-01 -2.598032350880699962e-02 -2.490074067494625273e-02 -4.678791614274587646e-03 -2.638377880990339618e-03
-1.885712038484670394e+00 4.138308716245394508e-02 -8.694203825533635133e-01 -1.300088026124313900e-01 -1.546188496016605018e-01 -2.693926860925557887e-02 3.339417892609115590e-01 -1.412928701129081976e-01 -2.610290910601792067e-02 -2.587117564835291969e-02 -4.726974136840587579e-03 -2.699214678184107524e-03
-1.867041622262049838e+00 4.529014749688673597e-02 -8.882496049029554586e-01 -1.422831946562175265e-01 -1.582993105916450371e-01 -2.978942247614785321e-02 3.289030479932516515e-01 -1.460355793144026415e-01 -2.620160484060723993e-02 -2.686447763108539347e-02 -4.775466660101716256e-03 -2.760202652989651728e-03
-1.848556061645593829e+00 4.960200085808345177e-02 -9.074535097452699484e-01 -1.558292814991095732e-01 -1.620367210664723778e-01 -3.297753197571198780e-02 3.239006486436444288e-01 -1.508365984800633108e-01 -2.627491758477243020e-02 -2.788022496488061844e-02 -4.824318738918690307e-03 -2.821333948998277184e-03
-1.830253526381776075e+00 5.436233800267931127e-02 -9.269506378616988451e-01 -1.707843217011825454e-01 -1.658003503201765927e-01 -3.654320064850744010e-02 3.189345562095392550e-01 -1.556938601493816354e-01 -2.632138077266156159e-02 -2.891790905713666898e-02 -4.873577585624054923e-03 -2.882603447715694888e-03
-1.812132204338392061e+00 5.961604012217447401e-02 -9.466264536471276081e-01 -1.872893136839376693e-01 -1.695475739867562393e-01 -4.052611101946362870e-02 3.140045807963146030e-01 -1.606052802709903582e-01 -2.633951401237656989e-02 -2.997693048437788735e-02 -4.923291964287864614e-03 -2.944008806604062316e-03
-1.794190301325140569e+00 6.540655372417179814e-02 -9.663266168186291916e-01 -2.054807486764842483e-01 -1.732215813646582614e-01 -4.496264894283108493e-02 3.091104217454413439e-01 -1.655688626039407418e-01 -2.632783514814698855e-02 -3.105659537633661399e-02 -4.973510624144417136e-03 -3.005550481649055770e-03
-1.776426040915980664e+00 7.177188944426997341e-02 -9.858522879506422809e-01 -2.254780406123773617e-01 -1.767499794209423936e-01 -4.988086886488363181e-02 3.042516139245050044e-01 -1.705827099106457800e-01 -2.628484684384281914e-02 -3.215611213068338137e-02 -5.024283096755166426e-03 -3.067231734284062931e-03
-1.758837664273248169e+00 7.873922483320984489e-02 -1.004959954349766704e+00 -2.473665702853670434e-01 -1.800453454187453950e-01 -5.529385665459105037e-02 2.994276139495784528e-01 -1.756449443857719950e-01 -2.620906344788603154e-02 -3.327458850857047817e-02 -5.075658544954274667e-03 -3.129058622581397560e-03
-1.741423429973512960e+00 8.631887385779167532e-02 -1.023368647631124784e+00 -2.711787399777823571e-01 -1.830088983198649988e-01 -6.119243218171613319e-02 2.946379321818910491e-01 -1.807540230372043921e-01 -2.609901600310678832e-02 -3.441102916073158352e-02 -5.127686099476847122e-03 -3.191039976696757440e-03
-1.724181613835161331e+00 9.449877827286903842e-02 -1.040778506393481351e+00 -2.968766675952561052e-01 -1.855384994353158623e-01 -6.753896396262221158e-02 2.898816490505942700e-01 -1.859081136130777412e-01 -2.595324562422711076e-02 -3.556433363287576921e-02 -5.180414256868906726e-03 -3.253187358625998522e-03
-1.707110508747684552e+00 1.032417522874967963e-01 -1.056896227998429083e+00 -3.243435305301371474e-01 -1.875396674070426428e-01 -7.426488237817535643e-02 2.851580917941269333e-01 -1.911057639488041859e-01 -2.577033037828790896e-02 -3.673329489751227250e-02 -5.233891260071739382e-03 -3.315515006403144723e-03
-1.690208424502657847e+00 1.124871103862784411e-01 -1.071466578703303973e+00 -3.533886796130764618e-01 -1.889381965119950602e-01 -8.127414569518268128e-02 2.804661367293453944e-01 -1.963454351887146954e-01 -2.554886381699614933e-02 -3.791659845712205823e-02 -5.288164311613897592e-03 -3.378039762935080344e-03
-1.673473687626393813e+00 1.221567411468177794e-01 -1.084296711014060444e+00 -3.837667205733127362e-01 -1.896897655875428024e-01 -8.845245048305069857e-02 2.758050224190091715e-01 -2.016258631720548589e-01 -2.528750895062525927e-02 -3.911282206075169382e-02 -5.343279658267389640e-03 -3.440780989732101450e-03
-1.656904641214251184e+00 1.321645170863975094e-01 -1.095269935822315910e+00 -4.152070759438690750e-01 -1.897842417366648604e-01 -9.568036747736785586e-02 2.711736527588912704e-01 -2.069457964770329284e-01 -2.498495484233511851e-02 -4.032043607265646534e-02 -5.399282316837409647e-03 -3.503760465852964138e-03
-1.640499644766585385e+00 1.424256525828263287e-01 -1.104342867334705769e+00 -4.474433838369393235e-01 -1.892431922846323777e-01 -1.028459701227682210e-01 2.665709850994115171e-01 -2.123041078168748930e-01 -2.463996255899974022e-02 -4.153780452754953639e-02 -5.456216140937500229e-03 -3.567002272440573680e-03
-1.624257074026322245e+00 1.528639450462393190e-01 -1.111531545088131567e+00 -4.802362467560192805e-01 -1.881126994687657428e-01 -1.098541051474164476e-01 2.619958517871020520e-01 -2.176997267014582627e-01 -2.425136470195576877e-02 -4.276318690237650155e-02 -5.514123260761395230e-03 -3.630532663278122647e-03
-1.608175320818140852e+00 1.634155708454486378e-01 -1.116891789064295093e+00 -5.133851568502437734e-01 -1.864541960918594254e-01 -1.166307900471614811e-01 2.574471239599624983e-01 -2.231317643972801634e-01 -2.381806372065109131e-02 -4.399474062932030860e-02 -5.573044120043648721e-03 -3.694379921847197341e-03
-1.592252792889248258e+00 1.740299370723587258e-01 -1.120500959067973756e+00 -5.467311718112161101e-01 -1.843360708957503258e-01 -1.231235636342744022e-01 2.529234856395471409e-01 -2.285993048009922757e-01 -2.333905075967451087e-02 -4.523052436902843393e-02 -5.633017282772557685e-03 -3.758574205418011363e-03
-1.576487913751730918e+00 1.846680013986734259e-01 -1.122441420506374410e+00 -5.801516365471820480e-01 -1.818269940975525412e-01 -1.292987029633976825e-01 2.484246475469747417e-01 -2.341022148862267338e-01 -2.281341089686739904e-02 -4.646850205684180390e-02 -5.694079429489365407e-03 -3.823147376749214121e-03
-1.560879122526466212e+00 1.953017468507950438e-01 -1.122797106918404175e+00 -6.135585331397112041e-01 -1.789924143650496458e-01 -1.351391751008369779e-01 2.439469632637210339e-01 -2.396383326292488014e-01 -2.224033564090282036e-02 -4.770654772819925976e-02 -5.756264977783040818e-03 -3.888132824019899930e-03
-1.545424873788580289e+00 2.059086296401676230e-01 -1.121636207207821201e+00 -6.468810381882921234e-01 -1.758910528505795989e-01 -1.406382223842824186e-01 2.394914782174032419e-01 -2.452086121871815405e-01 -2.161912084222673142e-02 -4.894245112240467460e-02 -5.819606290235393616e-03 -3.953565269660614181e-03
-1.530123637414436022e+00 2.164723808311545816e-01 -1.119020039356196206e+00 -6.800680413242471412e-01 -1.725751768958586618e-01 -1.457987802646071307e-01 2.350561294965904102e-01 -2.508121021876571488e-01 -2.094918872252858957e-02 -5.017392405668279903e-02 -5.884135507865422866e-03 -4.019480568792784328e-03
-1.514973898430134636e+00 2.269796057471864525e-01 -1.114996849037177995e+00 -7.130774619300684902e-01 -1.690899354824864087e-01 -1.506294982923477854e-01 2.306396875003100810e-01 -2.564484853914948403e-01 -2.023012023715940050e-02 -5.139860755496561406e-02 -5.949872400329351413e-03 -4.085915498029235766e-03
-1.499974156861519470e+00 2.374187911243793025e-01 -1.109604116929487017e+00 -7.458731300205195813e-01 -1.654738943003997154e-01 -1.551431101314882932e-01 2.262406087491569684e-01 -2.621173610148015976e-01 -1.946119981491729878e-02 -5.261407970824594216e-02 -6.016849388553802309e-03 -4.152907535429541802e-03
-1.485122927585662778e+00 2.477787862940135921e-01 -1.102868984213900116e+00 -7.784200147366684419e-01 -1.617596057868343484e-01 -1.593546674851897826e-01 2.218578687725335508e-01 -2.678187273848315342e-01 -1.864315515276430968e-02 -5.381786423566733979e-02 -6.085086059617750807e-03 -4.220494632447057380e-03
-1.470418740183824458e+00 2.580483830946784241e-01 -1.094811056061690602e+00 -8.106829046009662587e-01 -1.579743396100622421e-01 -1.632807577953707678e-01 2.174900887423168450e-01 -2.735524315253791694e-01 -1.777521066989714085e-02 -5.500743970791405896e-02 -6.154602224154484373e-03 -4.288714978745413603e-03
-1.455860138795865844e+00 2.682154688096588524e-01 -1.085443526041084183e+00 -8.426237463915664527e-01 -1.541406959186262249e-01 -1.669385628364204455e-01 2.131360445300328199e-01 -2.793185411140357566e-01 -1.685761939779866977e-02 -5.618024938697822879e-02 -6.225414718725688634e-03 -4.357606760805412573e-03
-1.441445681976104787e+00 2.782667234604740969e-01 -1.074775588842322938e+00 -8.742006941619279159e-01 -1.502772505059611907e-01 -1.703454170131146195e-01 2.087944280076174663e-01 -2.851170307222635758e-01 -1.589072034516678111e-02 -5.733371162913414310e-02 -6.297537376911644877e-03 -4.427207915284973525e-03
-1.427173942550598706e+00 2.881872825571178964e-01 -1.062813705194695757e+00 -9.053670497394474825e-01 -1.463990195081170675e-01 -1.735183505691624273e-01 2.044639677427224078e-01 -2.909481156992410611e-01 -1.487494102062342921e-02 -5.846523079101775128e-02 -6.370981806845185669e-03 -4.497555878137647969e-03
-1.413043507475840288e+00 2.979605268992449596e-01 -1.049564121091800972e+00 -9.360706023664119302e-01 -1.425180264890943960e-01 -1.764738471995308533e-01 2.001435519929392892e-01 -2.968118448092256223e-01 -1.381087239287561060e-02 -5.957220857219627103e-02 -6.445756981395590196e-03 -4.568687330537570500e-03
-1.399052977698851841e+00 3.075682135346962665e-01 -1.035029695588426391e+00 -9.662540401183384864e-01 -1.386430508896795422e-01 -1.792273768318402016e-01 1.958315234816763173e-01 -3.027108604440456596e-01 -1.269927619509588976e-02 -6.065205572159489134e-02 -6.521868630966383418e-03 -4.640637942700231652e-03
-1.385200968018665213e+00 3.169902622422492988e-01 -1.019230378607188792e+00 -9.958542791197523281e-01 -1.347823578289897295e-01 -1.817944074851088887e-01 1.915277646187695526e-01 -3.086398022219440929e-01 -1.154108310425955991e-02 -6.170220402972360907e-02 -6.599320338085931312e-03 -4.713442116730478561e-03
-1.371486106949173500e+00 3.262052943214264755e-01 -1.002170611466846273e+00 -1.024804156202289596e+00 -1.309397194981135049e-01 -1.841881338931353196e-01 1.872300615098158871e-01 -3.146045132600749916e-01 -1.033738780809864005e-02 -6.272011852388684194e-02 -6.678113041791032718e-03 -4.787132729668815319e-03
-1.357907036583340110e+00 3.351904492808969183e-01 -9.838733960931771438e-01 -1.053031853014327890e+00 -1.271188023289980817e-01 -1.864214086020877237e-01 1.829377402441123845e-01 -3.206037256560221871e-01 -9.089440658902185263e-03 -6.370330977953379825e-02 -6.758245252506417215e-03 -4.861740877945232818e-03
-1.344462412458752532e+00 3.439221390474228035e-01 -9.643655611649378789e-01 -1.080463265438270870e+00 -1.233213864388308934e-01 -1.885057516502807173e-01 1.786495394050374719e-01 -3.266379197357546227e-01 -7.798669986827220894e-03 -6.464934625769358512e-02 -6.839713087346522245e-03 -4.937295624486405694e-03
-1.331150903424507481e+00 3.523760717412381949e-01 -9.436815997109516685e-01 -1.107022078283103728e+00 -1.195480442347228722e-01 -1.904513436710680296e-01 1.743645097179458148e-01 -3.327078699089167091e-01 -6.466654140059737745e-03 -6.555586657607948009e-02 -6.922510514268787919e-03 -5.013823749754126556e-03
-1.317971191509413442e+00 3.605280332931516396e-01 -9.218649218483334629e-01 -1.132632220806941481e+00 -1.157983956550185933e-01 -1.922671311082004841e-01 1.700815998436565613e-01 -3.388142068945853014e-01 -5.095130926935186391e-03 -6.642059161999594452e-02 -7.006629484038622881e-03 -5.091349508022710059e-03
-1.304921971791498381e+00 3.683542840736538926e-01 -8.989676546136756707e-01 -1.157219112764118707e+00 -1.120713087144074027e-01 -1.939607364682128243e-01 1.657997850110920490e-01 -3.449577636674848180e-01 -3.685995601733839909e-03 -6.724133639866736178e-02 -7.092059999885268716e-03 -5.169894390226915416e-03
-1.292001952268810205e+00 3.758321568362125165e-01 -8.750513471174649061e-01 -1.180711542899452127e+00 -1.083652077875449371e-01 -1.955385257839780677e-01 1.615181457230648321e-01 -3.511391715902735799e-01 -2.241269963414904871e-03 -6.801602155306991915e-02 -7.178790394461754924e-03 -5.249476894731061258e-03
-1.279209853731495317e+00 3.829405571034119604e-01 -8.501845088897141967e-01 -1.203043240957661686e+00 -1.046780745473917529e-01 -1.970055510500794971e-01 1.572354359286892711e-01 -3.573598781504076505e-01 -7.631332168171248414e-04 -6.874268442276303126e-02 -7.266808729185718352e-03 -5.330112307382675434e-03
-1.266544409635143920e+00 3.896604360780011045e-01 -8.244476301881038527e-01 -1.224154363377243371e+00 -1.010083065726252172e-01 -1.983658516098842362e-01 1.529516246976729832e-01 -3.636193933676110102e-01 7.461146932199388959e-04 -6.941948958163816907e-02 -7.356096912140206584e-03 -5.411812492219441641e-03
-1.254004365975390112e+00 3.959753611561726006e-01 -7.979219165802918790e-01 -1.243993285610796917e+00 -9.735375990973438309e-02 -1.996222009885978976e-01 1.486650238865558360e-01 -3.699199827088969772e-01 2.284049060221786994e-03 -7.004473875585966181e-02 -7.446643164668696399e-03 -5.494585694195580107e-03
-1.241588481163752533e+00 4.018717458757400385e-01 -7.706973363176709002e-01 -1.262517324528529050e+00 -9.371297469534267677e-02 -2.007765748867856304e-01 1.443749386271433455e-01 -3.762622554676415265e-01 3.848147352352697045e-03 -7.061688004158034326e-02 -7.538429888233802618e-03 -5.578436355282779743e-03
-1.229295525904705366e+00 4.073389446603776221e-01 -7.428676788428636435e-01 -1.279693036066061662e+00 -9.008494078951434503e-02 -2.018301079167994505e-01 1.400810305875006267e-01 -3.826469533098468823e-01 5.435734278385680185e-03 -7.113451634521458788e-02 -7.631440198530928427e-03 -5.663364945279851514e-03
-1.217124283073965696e+00 4.123697284373757377e-01 -7.145269617137497420e-01 -1.295497709421677524e+00 -8.646893896164969950e-02 -2.027833268529881106e-01 1.357821400908110765e-01 -3.890753932717619379e-01 7.044122186369486567e-03 -7.159641297510821456e-02 -7.725658693628721131e-03 -5.749367808635384366e-03
-1.205073547597985906e+00 4.169599037914021866e-01 -6.857706983137217271e-01 -1.309918170592575981e+00 -8.286495886807238032e-02 -2.036362771766913049e-01 1.314777298995455368e-01 -3.955485664589631911e-01 8.670491948314934180e-03 -7.200150432027377367e-02 -7.821064949191413804e-03 -5.836437028545197331e-03
-1.193142126334639563e+00 4.211083998844952769e-01 -6.566928823301865226e-01 -1.322951055442083135e+00 -7.927353694318667321e-02 -2.043887062347017336e-01 1.271671329176304877e-01 -4.020675799083969215e-01 1.031197476661383991e-02 -7.234889955942166995e-02 -7.917645962450193392e-03 -5.924560309535722297e-03
-1.181328837955088584e+00 4.248170123490223604e-01 -6.273849578461653254e-01 -1.334602005115653078e+00 -7.569578931557136015e-02 -2.050402044248353928e-01 1.228497285161281732e-01 -4.086335663888742697e-01 1.196564520000159039e-02 -7.263788735169524058e-02 -8.015384710003459201e-03 -6.013720879679991353e-03
